,,,Offense,,,,,,,,,Defense,,,,,,,,Disciplinary,,,
Player,Team,Pos,MIN,G,A,S,SOG,CC,P,CR,ACR,INT,TKL,TKLW,BLK,CL,CS,GC,SV,FS,FC,Y,R
Kevin Danso,AUT,D,40.3,0.0,0.0,0.3,0.1,0.2,16.6,0.3,0.1,0.5,0.8,0.3,0.3,1.6,0.0,0.0,0.0,0.4,0.6,0.1,0.0
Mathieu Choiniere,CAN,M,38.8,0.0,0.0,0.4,0.1,0.4,13.1,12.1,0.2,0.5,0.9,0.4,0.1,0.6,0.0,0.0,0.0,0.6,0.6,0.1,0.0
Jonathan Osorio,CAN,M,38.8,0.0,0.0,0.4,0.1,0.4,13.1,0.6,0.2,0.5,0.9,0.4,0.1,0.6,0.0,0.0,0.0,0.6,0.6,0.1,0.0
Nathan Saliba,CAN,M,38.8,0.0,0.0,0.4,0.1,0.4,13.1,0.6,0.2,0.5,0.9,0.4,0.1,0.6,0.0,0.0,0.0,0.6,0.6,0.1,0.0
Niko Sigur,CAN,M,38.8,0.0,0.0,0.4,0.1,0.4,13.1,0.6,0.2,0.5,0.9,0.4,0.1,0.6,0.0,0.0,0.0,0.6,0.6,0.1,0.0
Lewis Ferguson,SCO,M,38.8,0.0,0.0,0.4,0.1,0.4,12.7,12.5,0.2,0.5,0.8,0.4,0.1,0.7,0.0,0.0,0.0,0.5,0.6,0.1,0.0
Tyler Robert Fletcher,SCO,M,38.8,0.0,0.0,0.4,0.1,0.4,12.7,0.6,0.2,0.5,0.8,0.4,0.1,0.7,0.0,0.0,0.0,0.5,0.6,0.1,0.0
Moise Bombito,CAN,D,38.8,0.0,0.0,0.3,0.1,0.2,16.4,0.3,0.1,0.5,0.7,0.3,0.3,1.5,0.0,0.0,0.0,0.4,0.6,0.1,0.0
Dominic Hyam,SCO,D,38.8,0.0,0.0,0.3,0.0,0.2,15.8,0.3,0.1,0.5,0.7,0.3,0.3,1.6,0.0,0.0,0.0,0.4,0.6,0.1,0.0
Nathan Patterson,SCO,D,38.8,0.0,0.0,0.3,0.0,0.2,15.8,0.3,0.1,0.5,0.7,0.3,0.3,1.6,0.0,0.0,0.0,0.4,0.6,0.1,0.0
Grant Hanley,SCO,D,38.8,0.0,0.0,0.3,0.0,0.2,15.8,0.3,0.1,0.5,0.7,0.3,0.3,1.6,0.0,0.0,0.0,0.4,0.6,0.1,0.0
Richie Laryea,CAN,M/D,38.8,0.0,0.0,0.3,0.1,0.2,16.4,0.3,0.1,0.5,0.7,0.3,0.3,1.5,0.0,0.0,0.0,0.4,0.6,0.1,0.0
Anthony Ralston,SCO,D,38.8,0.0,0.0,0.3,0.0,0.2,15.8,0.3,0.1,0.5,0.7,0.3,0.3,1.6,0.0,0.0,0.0,0.4,0.6,0.1,0.0
Kieran Tierney,SCO,D,38.8,0.0,0.0,0.3,0.0,0.2,15.8,0.3,0.1,0.5,0.7,0.3,0.3,1.6,0.0,0.0,0.0,0.4,0.6,0.1,0.0
Alfie Jones,CAN,D,38.8,0.0,0.0,0.3,0.1,0.2,16.4,0.3,0.1,0.5,0.7,0.3,0.3,1.5,0.0,0.0,0.0,0.4,0.6,0.1,0.0
Jack Hendry,SCO,D,38.8,0.0,0.0,0.3,0.0,0.2,15.8,0.3,0.1,0.5,0.7,0.3,0.3,1.6,0.0,0.0,0.0,0.4,0.6,0.1,0.0
Joel Waterman,CAN,D,38.8,0.0,0.0,0.3,0.1,0.2,16.4,0.3,0.1,0.5,0.7,0.3,0.3,1.5,0.0,0.0,0.0,0.4,0.6,0.1,0.0
Zizo,EGY,M,38.2,0.0,0.0,0.4,0.1,0.4,12.5,7.3,0.2,0.5,0.8,0.6,0.1,0.7,0.0,0.0,0.0,0.5,0.6,0.1,0.0
Mahmoud Saber,EGY,M,38.2,0.0,0.0,0.3,0.1,0.4,12.5,0.6,0.2,0.5,0.8,0.6,0.1,0.7,0.0,0.0,0.0,0.5,0.6,0.1,0.0
Alexandr Sojka,CZE,M,38.2,0.0,0.0,0.3,0.1,0.4,12.5,0.6,0.3,0.5,0.8,0.6,0.1,0.6,0.0,0.0,0.0,0.5,0.7,0.1,0.0
Lukas Cerv,CZE,M,38.2,0.0,0.0,0.3,0.1,0.4,12.5,0.6,0.3,0.5,0.8,0.6,0.1,0.6,0.0,0.0,0.0,0.5,0.7,0.1,0.0
David Doudera,CZE,M/D,38.2,0.0,0.0,0.3,0.1,0.4,12.5,0.6,0.3,0.5,0.8,0.6,0.1,0.6,0.0,0.0,0.0,0.5,0.7,0.1,0.0
Denis Visinsky,CZE,M,38.2,0.0,0.0,0.3,0.1,0.4,12.5,0.6,0.3,0.5,0.8,0.6,0.1,0.6,0.0,0.0,0.0,0.5,0.7,0.1,0.0
Christ Inao Oulai,CIV,M,38.2,0.0,0.0,0.3,0.1,0.4,13.0,0.5,0.2,0.5,0.8,0.6,0.1,0.6,0.0,0.0,0.0,0.5,0.6,0.1,0.0
Mohanad Lasheen,EGY,M,38.2,0.0,0.0,0.3,0.1,0.4,12.5,0.6,0.2,0.5,0.8,0.6,0.1,0.7,0.0,0.0,0.0,0.5,0.6,0.1,0.0
Parfait Guiagon,CIV,M,38.2,0.0,0.0,0.3,0.1,0.4,13.0,0.5,0.2,0.5,0.8,0.6,0.1,0.6,0.0,0.0,0.0,0.5,0.6,0.1,0.0
Vladimir Darida,CZE,M,38.2,0.0,0.0,0.3,0.1,0.4,12.5,0.6,0.3,0.5,0.8,0.6,0.1,0.6,0.0,0.0,0.0,0.5,0.7,0.1,0.0
Jean Michael Seri,CIV,M,38.2,0.0,0.0,0.3,0.1,0.4,13.0,0.5,0.2,0.5,0.8,0.6,0.1,0.6,0.0,0.0,0.0,0.5,0.6,0.1,0.0
Nabil Emad Dunga,EGY,M,38.2,0.0,0.0,0.3,0.1,0.4,12.5,0.6,0.2,0.5,0.8,0.6,0.1,0.7,0.0,0.0,0.0,0.5,0.6,0.1,0.0
Hugo Sochurek,CZE,M,38.2,0.0,0.0,0.3,0.1,0.4,12.5,0.6,0.3,0.5,0.8,0.6,0.1,0.6,0.0,0.0,0.0,0.5,0.7,0.1,0.0
Ousmane Diomande,CIV,D,38.2,0.0,0.0,0.3,0.0,0.2,16.1,10.3,0.1,0.6,0.7,0.5,0.3,1.5,0.0,0.0,0.0,0.3,0.6,0.1,0.0
Tarek Alaa El Gebaly,EGY,D,38.2,0.0,0.0,0.2,0.0,0.2,15.5,0.3,0.1,0.6,0.7,0.5,0.3,1.6,0.0,0.0,0.0,0.3,0.6,0.1,0.0
Hossam Abdelmaguid,EGY,D,38.2,0.0,0.0,0.2,0.0,0.2,15.5,0.3,0.1,0.6,0.7,0.5,0.3,1.6,0.0,0.0,0.0,0.3,0.6,0.1,0.0
Ramy Rabia,EGY,D,38.2,0.0,0.0,0.2,0.0,0.2,15.5,0.3,0.1,0.6,0.7,0.5,0.3,1.6,0.0,0.0,0.0,0.3,0.6,0.1,0.0
Christopher Operi,CIV,M/D,38.2,0.0,0.0,0.2,0.0,0.2,16.1,0.2,0.1,0.6,0.7,0.5,0.3,1.5,0.0,0.0,0.0,0.3,0.6,0.1,0.0
Evan N'Dicka,CIV,D,38.2,0.0,0.0,0.2,0.0,0.2,16.1,0.2,0.1,0.6,0.7,0.5,0.3,1.5,0.0,0.0,0.0,0.3,0.6,0.1,0.0
Karim Hafez,EGY,D,38.2,0.0,0.0,0.2,0.0,0.2,15.5,0.3,0.1,0.6,0.7,0.5,0.3,1.6,0.0,0.0,0.0,0.3,0.6,0.1,0.0
Wilfried Singo,CIV,M/D,38.2,0.0,0.0,0.2,0.0,0.2,16.1,0.2,0.1,0.6,0.7,0.5,0.3,1.5,0.0,0.0,0.0,0.3,0.6,0.1,0.0
Elisha Owusu,GHA,M,37.4,0.0,0.0,0.3,0.1,0.4,12.0,0.6,0.2,0.5,0.9,0.6,0.1,0.6,0.0,0.0,0.0,0.5,0.6,0.1,0.0
Houssem Aouar,ALG,M,37.4,0.0,0.0,0.3,0.1,0.3,12.1,0.5,0.2,0.5,0.9,0.6,0.1,0.6,0.0,0.0,0.0,0.5,0.6,0.1,0.0
Ramiz Zerrouki,ALG,M,37.4,0.0,0.0,0.3,0.1,0.3,12.1,0.5,0.2,0.5,0.9,0.6,0.1,0.6,0.0,0.0,0.0,0.5,0.6,0.1,0.0
Ibrahim Maza,ALG,F/M,37.4,0.0,0.0,0.3,0.1,0.3,12.1,0.5,0.2,0.5,0.9,0.6,0.1,0.6,0.0,0.0,0.0,0.5,0.6,0.1,0.0
Yacine Titraoui,ALG,M,37.4,0.0,0.0,0.3,0.1,0.3,12.1,0.5,0.2,0.5,0.9,0.6,0.1,0.6,0.0,0.0,0.0,0.5,0.6,0.1,0.0
Arthur Masuaku,COD,M/D,243.0,0.0,0.1,1.1,0.2,2.0,61.6,11.2,2.2,3.0,5.3,2.7,0.4,6.1,0.0,0.0,0.0,2.5,3.6,0.4,0.0
Aubrey Modiba,RSA,D,243.0,0.0,0.1,1.0,0.2,1.7,67.4,4.3,1.8,3.0,5.1,2.6,0.5,6.8,0.0,0.0,0.0,2.3,3.6,0.5,0.0
Joao Paulo,CPV,M/D,243.0,0.0,0.1,1.0,0.2,1.7,67.4,4.3,1.8,3.2,5.2,2.6,0.5,7.1,0.0,0.0,0.0,2.3,3.6,0.5,0.0
Nawaf Bu Washl,KSA,D,243.0,0.0,0.1,1.0,0.2,1.7,68.6,4.4,1.8,3.0,5.3,2.7,0.5,6.8,0.0,0.0,0.0,2.3,3.6,0.5,0.0
Carlens Arcus,HAI,D,243.0,0.0,0.1,0.8,0.2,1.3,76.8,3.8,2.1,3.7,6.1,3.3,0.8,6.4,0.0,0.0,0.0,2.8,3.7,0.9,0.0
Hussein Ali,IRQ,D,243.0,0.0,0.1,0.8,0.2,1.3,74.3,3.8,2.1,3.5,5.8,3.3,0.8,6.4,0.0,0.0,0.0,2.8,3.6,0.9,0.0
Merchas Doski,IRQ,D,243.0,0.0,0.1,0.7,0.2,1.4,67.8,4.4,1.9,3.0,5.0,2.7,0.5,7.0,0.0,0.0,0.0,2.3,3.5,0.5,0.0
Duke Lacroix,HAI,D,243.0,0.0,0.1,0.7,0.2,1.4,70.1,4.3,1.9,3.2,5.3,2.6,0.5,6.9,0.0,0.0,0.0,2.4,3.6,0.5,0.0
Sultan Al Brake,QAT,D,243.0,0.0,0.1,0.7,0.2,1.3,68.3,4.1,1.9,3.3,5.4,2.8,0.5,7.0,0.0,0.0,0.0,2.4,3.6,0.5,0.0
Otabek Shukurov,UZB,M,226.8,0.0,0.1,1.4,0.4,1.6,79.1,6.8,0.6,3.1,5.4,2.8,0.6,2.8,0.0,0.0,0.0,2.7,4.1,0.8,0.0
Jean-Ricner Bellegarde,HAI,F/M,226.8,0.0,0.1,1.4,0.4,1.7,84.2,10.3,0.4,3.1,5.1,2.6,0.7,2.9,0.0,0.0,0.0,2.9,3.9,0.9,0.0
Leandro Bacuna,CUW,M/D,226.8,0.0,0.1,1.4,0.3,1.5,81.1,7.3,0.4,3.2,5.1,2.8,0.7,3.0,0.0,0.0,0.0,2.8,4.0,0.9,0.0
Amir Al-Ammari,IRQ,M,226.8,0.0,0.1,1.4,0.4,1.7,81.5,10.7,0.4,2.9,4.9,2.7,0.7,2.9,0.0,0.0,0.0,2.8,3.8,0.8,0.0
Odiljon Hamrobekov,UZB,M,226.8,0.0,0.1,1.4,0.4,1.5,79.1,2.0,0.6,3.1,5.4,2.8,0.6,2.8,0.0,0.0,0.0,2.7,4.1,0.8,0.0
Juninho Bacuna,CUW,F/M,226.8,0.0,0.1,1.3,0.3,1.5,81.1,4.5,0.4,3.2,5.1,2.8,0.7,3.0,0.0,0.0,0.0,2.8,4.0,0.9,0.0
Leverton Pierre,HAI,M,226.8,0.0,0.1,1.3,0.4,1.5,84.2,1.8,0.4,3.1,5.1,2.6,0.7,2.9,0.0,0.0,0.0,2.9,3.9,0.9,0.0
Livano Comenencia,CUW,M,226.8,0.0,0.1,1.3,0.3,1.4,81.1,1.7,0.4,3.2,5.1,2.8,0.7,3.0,0.0,0.0,0.0,2.8,4.0,0.9,0.0
Zidane Aamar Iqbal,IRQ,M,226.8,0.0,0.1,1.3,0.4,1.5,81.5,1.8,0.4,2.9,4.9,2.7,0.7,2.9,0.0,0.0,0.0,2.8,3.8,0.8,0.0
Mohammad Naceur Al Mannai,QAT,M,226.8,0.0,0.1,1.2,0.3,1.4,82.0,1.7,0.4,3.2,5.2,2.8,0.7,3.0,0.0,0.0,0.0,2.9,4.0,0.9,0.0
Assim Madibo,QAT,M,226.8,0.0,0.1,1.2,0.3,1.4,82.0,1.7,0.4,3.2,5.2,2.8,0.7,3.0,0.0,0.0,0.0,2.9,4.0,0.9,0.0
Karim Boudiaf,QAT,M,226.8,0.0,0.1,1.2,0.3,1.4,82.0,1.7,0.4,3.2,5.2,2.8,0.7,3.0,0.0,0.0,0.0,2.9,4.0,0.9,0.0
Nizar Mahmoud Ahmed Al Rashdan,JOR,M,226.8,0.0,0.1,1.2,0.3,1.5,78.2,1.8,0.5,3.1,5.6,2.9,0.6,2.8,0.0,0.0,0.0,2.6,4.1,0.9,0.0
Noor Al Rawabdeh,JOR,M,226.8,0.0,0.1,1.2,0.3,1.5,78.2,1.8,0.5,3.1,5.6,2.9,0.6,2.8,0.0,0.0,0.0,2.6,4.1,0.9,0.0
Liberato Cacace,NZL,M/D,243.0,0.0,0.1,0.8,0.2,1.3,73.1,3.8,2.0,3.6,5.9,3.2,0.8,6.4,0.0,0.0,0.0,2.7,3.7,0.9,0.0
Pedro Miguel,QAT,D,243.0,0.0,0.1,0.8,0.2,1.3,74.8,3.6,2.1,3.8,6.2,3.5,0.8,6.5,0.0,0.0,0.0,2.8,3.7,1.0,0.0
Shurandy Sambo,CUW,D,243.0,0.0,0.1,0.8,0.2,1.3,73.9,3.5,2.0,3.7,6.1,3.5,0.8,6.6,0.0,0.0,0.0,2.7,3.7,1.0,0.0
Benjamin Old,NZL,M,243.0,0.0,0.1,0.7,0.2,1.4,66.7,4.4,1.8,3.1,5.1,2.6,0.5,7.0,0.0,0.0,0.0,2.3,3.6,0.5,0.0
Sherel Floranus,CUW,D,243.0,0.0,0.1,0.7,0.2,1.3,67.5,4.0,1.8,3.2,5.3,2.8,0.5,7.2,0.0,0.0,0.0,2.3,3.6,0.5,0.0
Paul Okon,AUS,M,27.0,0.0,0.0,0.5,0.1,0.4,10.5,0.8,0.3,0.4,0.8,0.4,0.1,0.4,0.0,0.0,0.0,0.6,0.6,0.1,0.0
Ajdin Hrustic,AUS,M,27.0,0.0,0.0,0.5,0.1,0.4,10.5,0.8,0.3,0.4,0.8,0.4,0.1,0.4,0.0,0.0,0.0,0.6,0.6,0.1,0.0
Awer Mabil,AUS,F/M,27.0,0.0,0.0,0.5,0.1,0.4,10.5,0.8,0.3,0.4,0.8,0.4,0.1,0.4,0.0,0.0,0.0,0.6,0.6,0.1,0.0
Cristian Volpato,AUS,F/M,27.0,0.0,0.0,0.5,0.1,0.4,10.5,0.8,0.3,0.4,0.8,0.4,0.1,0.4,0.0,0.0,0.0,0.6,0.6,0.1,0.0
Cameron Devlin,AUS,M,27.0,0.0,0.0,0.5,0.1,0.4,10.5,0.8,0.3,0.4,0.8,0.4,0.1,0.4,0.0,0.0,0.0,0.6,0.6,0.1,0.0
Aiden O'Neill,AUS,M,27.0,0.0,0.0,0.5,0.1,0.4,10.5,0.8,0.3,0.4,0.8,0.4,0.1,0.4,0.0,0.0,0.0,0.6,0.6,0.1,0.0
Derrick Etienne,HAI,F/M,27.0,0.0,0.0,0.4,0.1,0.2,5.0,0.3,0.1,0.2,0.3,0.2,0.0,0.2,0.0,0.0,0.0,0.5,0.4,0.1,0.0
Jurgen Locadia,CUW,F,27.0,0.0,0.0,0.4,0.1,0.2,4.8,0.3,0.1,0.2,0.3,0.2,0.0,0.2,0.0,0.0,0.0,0.5,0.4,0.1,0.0
Kenji Gorre,CUW,F,27.0,0.0,0.0,0.4,0.1,0.2,4.8,0.3,0.1,0.2,0.3,0.2,0.0,0.2,0.0,0.0,0.0,0.5,0.4,0.1,0.0
Ben Waine,NZL,F,27.0,0.0,0.0,0.4,0.1,0.2,4.7,0.3,0.1,0.2,0.3,0.2,0.0,0.2,0.0,0.0,0.0,0.5,0.4,0.1,0.0
Kosta Barbarouses,NZL,F,27.0,0.0,0.0,0.4,0.1,0.2,4.7,0.3,0.1,0.2,0.3,0.2,0.0,0.2,0.0,0.0,0.0,0.5,0.4,0.1,0.0
Frantzdy Pierrot,HAI,F,27.0,0.0,0.0,0.4,0.1,0.2,5.0,0.3,0.1,0.2,0.3,0.2,0.0,0.2,0.0,0.0,0.0,0.5,0.4,0.1,0.0
Lenny Joseph,HAI,F,27.0,0.0,0.0,0.4,0.1,0.2,5.0,0.3,0.1,0.2,0.3,0.2,0.0,0.2,0.0,0.0,0.0,0.5,0.4,0.1,0.0
Yassin Fortune,HAI,F,27.0,0.0,0.0,0.4,0.1,0.2,5.0,0.3,0.1,0.2,0.3,0.2,0.0,0.2,0.0,0.0,0.0,0.5,0.4,0.1,0.0
Jearl Margaritha,CUW,F,27.0,0.0,0.0,0.4,0.1,0.2,4.8,0.3,0.1,0.2,0.3,0.2,0.0,0.2,0.0,0.0,0.0,0.5,0.4,0.1,0.0
Sontje Hansen,CUW,F,27.0,0.0,0.0,0.4,0.1,0.2,4.8,0.3,0.1,0.2,0.3,0.2,0.0,0.2,0.0,0.0,0.0,0.5,0.4,0.1,0.0
Brandley Kuwas,CUW,F,27.0,0.0,0.0,0.4,0.1,0.2,4.8,0.3,0.1,0.2,0.3,0.2,0.0,0.2,0.0,0.0,0.0,0.5,0.4,0.1,0.0
Louicius Deedson,HAI,F/M,27.0,0.0,0.0,0.4,0.1,0.2,5.0,3.2,0.1,0.2,0.3,0.2,0.0,0.2,0.0,0.0,0.0,0.5,0.4,0.1,0.0
Mohammad Abu Zraiq,JOR,F,27.0,0.0,0.0,0.4,0.1,0.2,4.6,4.4,0.1,0.2,0.3,0.2,0.0,0.2,0.0,0.0,0.0,0.4,0.4,0.1,0.0
Ahmed Qasem,IRQ,M,27.0,0.0,0.0,0.4,0.1,0.2,4.8,0.3,0.1,0.2,0.3,0.2,0.0,0.2,0.0,0.0,0.0,0.5,0.4,0.1,0.0
Youssef Amyn,IRQ,F,27.0,0.0,0.0,0.4,0.1,0.2,4.8,0.3,0.1,0.2,0.3,0.2,0.0,0.2,0.0,0.0,0.0,0.5,0.4,0.1,0.0
Jesse Randall,NZL,F,27.0,0.0,0.0,0.4,0.1,0.2,4.7,0.3,0.1,0.2,0.3,0.2,0.0,0.2,0.0,0.0,0.0,0.5,0.4,0.1,0.0
Azizbek Amanov,UZB,F,27.0,0.0,0.0,0.4,0.1,0.2,4.7,0.4,0.1,0.2,0.3,0.2,0.0,0.2,0.0,0.0,0.0,0.4,0.4,0.1,0.0
Igor Sergeyev,UZB,F,27.0,0.0,0.0,0.4,0.1,0.2,4.7,0.4,0.1,0.2,0.3,0.2,0.0,0.2,0.0,0.0,0.0,0.4,0.4,0.1,0.0
Mohanad Ali Kadhim Al Shammari,IRQ,F,27.0,0.0,0.0,0.4,0.1,0.2,4.8,0.3,0.1,0.2,0.3,0.2,0.0,0.2,0.0,0.0,0.0,0.5,0.4,0.1,0.0
Ali Yousif Hashim Najatee,IRQ,F,27.0,0.0,0.0,0.4,0.1,0.2,4.8,0.3,0.1,0.2,0.3,0.2,0.0,0.2,0.0,0.0,0.0,0.5,0.4,0.1,0.0
Tahsin Jamshid,QAT,F,27.0,0.0,0.0,0.3,0.1,0.2,4.9,0.3,0.1,0.2,0.3,0.2,0.0,0.2,0.0,0.0,0.0,0.5,0.4,0.1,0.0
Ahmed Mohammed Hussein Kassim Al Ganehi,QAT,F,27.0,0.0,0.0,0.3,0.1,0.2,4.9,0.3,0.1,0.2,0.3,0.2,0.0,0.2,0.0,0.0,0.0,0.5,0.4,0.1,0.0
Mohammed Muntari,QAT,F,27.0,0.0,0.0,0.3,0.1,0.2,4.9,0.3,0.1,0.2,0.3,0.2,0.0,0.2,0.0,0.0,0.0,0.5,0.4,0.1,0.0
Yusuf Abdurisag,QAT,M,27.0,0.0,0.0,0.3,0.1,0.2,4.9,0.3,0.1,0.2,0.3,0.2,0.0,0.2,0.0,0.0,0.0,0.5,0.4,0.1,0.0
Hassan Al-Haydos,QAT,F,27.0,0.0,0.0,0.3,0.1,0.2,4.9,0.3,0.1,0.2,0.3,0.2,0.0,0.2,0.0,0.0,0.0,0.5,0.4,0.1,0.0
Ahmed Alaa Eldin,QAT,F,27.0,0.0,0.0,0.3,0.1,0.2,4.9,0.3,0.1,0.2,0.3,0.2,0.0,0.2,0.0,0.0,0.0,0.5,0.4,0.1,0.0
Ivan Basic,BIH,M,27.0,0.0,0.0,0.3,0.1,0.3,9.1,3.7,0.1,0.3,0.6,0.4,0.1,0.5,0.0,0.0,0.0,0.4,0.5,0.1,0.0
Ermin Mahmic,BIH,M,27.0,0.0,0.0,0.2,0.1,0.3,9.1,0.4,0.1,0.3,0.6,0.4,0.1,0.5,0.0,0.0,0.0,0.4,0.5,0.1,0.0
Amir Hadziahmetovic,BIH,M,27.0,0.0,0.0,0.2,0.1,0.3,9.1,0.4,0.1,0.3,0.6,0.4,0.1,0.5,0.0,0.0,0.0,0.4,0.5,0.1,0.0
Dzenis Burnic,BIH,M,27.0,0.0,0.0,0.2,0.1,0.3,9.1,0.4,0.1,0.3,0.6,0.4,0.1,0.5,0.0,0.0,0.0,0.4,0.5,0.1,0.0
Armin Gigovic,BIH,M,27.0,0.0,0.0,0.2,0.1,0.3,9.1,0.4,0.1,0.3,0.6,0.4,0.1,0.5,0.0,0.0,0.0,0.4,0.5,0.1,0.0
Odeh Burhan Shehade Fakhoury,JOR,F,27.0,0.0,0.0,0.3,0.1,0.2,4.6,0.3,0.1,0.2,0.3,0.2,0.0,0.2,0.0,0.0,0.0,0.4,0.4,0.1,0.0
Ali Azaizeh,JOR,F/M,27.0,0.0,0.0,0.3,0.1,0.2,4.6,0.3,0.1,0.2,0.3,0.2,0.0,0.2,0.0,0.0,0.0,0.4,0.4,0.1,0.0
Lucas Herrington,AUS,D,27.0,0.0,0.0,0.3,0.1,0.2,13.1,0.4,0.2,0.5,0.7,0.4,0.2,1.0,0.0,0.0,0.0,0.4,0.5,0.1,0.0
Jason Geria,AUS,D,27.0,0.0,0.0,0.3,0.1,0.2,13.1,0.4,0.2,0.5,0.7,0.4,0.2,1.0,0.0,0.0,0.0,0.4,0.5,0.1,0.0
Jacob Italiano,AUS,M,27.0,0.0,0.0,0.3,0.1,0.2,13.1,0.4,0.2,0.5,0.7,0.4,0.2,1.0,0.0,0.0,0.0,0.4,0.5,0.1,0.0
Kai Trewin,AUS,D,27.0,0.0,0.0,0.3,0.1,0.2,13.1,0.4,0.2,0.5,0.7,0.4,0.2,1.0,0.0,0.0,0.0,0.4,0.5,0.1,0.0
Harry Souttar,AUS,D,27.0,0.0,0.0,0.3,0.1,0.2,13.1,0.4,0.2,0.5,0.7,0.4,0.2,1.0,0.0,0.0,0.0,0.4,0.5,0.1,0.0
Aziz Behich,AUS,D,27.0,0.0,0.0,0.3,0.1,0.2,13.1,0.4,0.2,0.5,0.7,0.4,0.2,1.0,0.0,0.0,0.0,0.4,0.5,0.1,0.0
Paik Seung-Ho,KOR,M,27.0,0.0,0.0,0.2,0.1,0.2,9.0,0.4,0.2,0.4,0.6,0.4,0.1,0.4,0.0,0.0,0.0,0.3,0.5,0.1,0.0
Lee Jae-Sung,KOR,F,27.0,0.0,0.0,0.2,0.1,0.2,9.0,0.4,0.2,0.4,0.6,0.4,0.1,0.4,0.0,0.0,0.0,0.3,0.5,0.1,0.0
Lee Dong-Gyeong,KOR,M,27.0,0.0,0.0,0.2,0.1,0.2,9.0,0.4,0.2,0.4,0.6,0.4,0.1,0.4,0.0,0.0,0.0,0.3,0.5,0.1,0.0
Rani Khedira,TUN,M,27.0,0.0,0.0,0.2,0.1,0.2,9.2,0.3,0.1,0.4,0.6,0.4,0.1,0.5,0.0,0.0,0.0,0.3,0.5,0.1,0.0
Ahmed Mortadha Ben Ouannes,TUN,M,27.0,0.0,0.0,0.2,0.1,0.2,9.2,0.3,0.1,0.4,0.6,0.4,0.1,0.5,0.0,0.0,0.0,0.3,0.5,0.1,0.0
Jens Castrop,KOR,M/D,27.0,0.0,0.0,0.2,0.1,0.2,9.0,0.4,0.2,0.4,0.6,0.4,0.1,0.4,0.0,0.0,0.0,0.3,0.5,0.1,0.0
Bae Jun-Ho,KOR,M,27.0,0.0,0.0,0.2,0.1,0.2,9.0,0.4,0.2,0.4,0.6,0.4,0.1,0.4,0.0,0.0,0.0,0.3,0.5,0.1,0.0
Hadj Mahmoud,TUN,M,27.0,0.0,0.0,0.2,0.1,0.2,9.2,0.3,0.1,0.4,0.6,0.4,0.1,0.5,0.0,0.0,0.0,0.3,0.5,0.1,0.0
Park Jin-Seob,KOR,M/D,27.0,0.0,0.0,0.2,0.1,0.2,9.0,0.4,0.2,0.4,0.6,0.4,0.1,0.4,0.0,0.0,0.0,0.3,0.5,0.1,0.0
Amir Mohammad Razzaghinia,IRN,M,27.0,0.0,0.0,0.2,0.1,0.2,8.2,0.3,0.1,0.4,0.6,0.4,0.1,0.5,0.0,0.0,0.0,0.3,0.4,0.1,0.0
Mohammad Ghorbani,IRN,M,27.0,0.0,0.0,0.2,0.1,0.2,8.2,0.3,0.1,0.4,0.6,0.4,0.1,0.5,0.0,0.0,0.0,0.3,0.4,0.1,0.0
Roozbeh Cheshmi,IRN,M/D,27.0,0.0,0.0,0.2,0.1,0.2,8.2,0.3,0.1,0.4,0.6,0.4,0.1,0.5,0.0,0.0,0.0,0.3,0.4,0.1,0.0
Mehdi Torabi,IRN,F/M,27.0,0.0,0.0,0.2,0.1,0.2,8.2,0.3,0.1,0.4,0.6,0.4,0.1,0.5,0.0,0.0,0.0,0.3,0.4,0.1,0.0
Tomas Holes,CZE,M/D,38.2,0.0,0.0,0.3,0.0,0.2,15.6,0.3,0.1,0.6,0.7,0.5,0.3,1.5,0.0,0.0,0.0,0.3,0.6,0.1,0.0
Jaroslav Zeleny,CZE,D,38.2,0.0,0.0,0.3,0.0,0.2,15.6,0.3,0.1,0.6,0.7,0.5,0.3,1.5,0.0,0.0,0.0,0.3,0.6,0.1,0.0
David Zima,CZE,D,38.2,0.0,0.0,0.3,0.0,0.2,15.6,0.3,0.1,0.6,0.7,0.5,0.3,1.5,0.0,0.0,0.0,0.3,0.6,0.1,0.0
Adalberto Carrasquilla,PAN,M,27.0,0.0,0.0,0.2,0.1,0.2,8.1,4.3,0.2,0.4,0.6,0.3,0.1,0.4,0.0,0.0,0.0,0.3,0.5,0.1,0.0
Yoel Barcenas,PAN,F/M,27.0,0.0,0.0,0.2,0.1,0.2,8.1,4.3,0.2,0.4,0.6,0.3,0.1,0.4,0.0,0.0,0.0,0.3,0.5,0.1,0.0
Theo Bongonda,COD,F/M,27.0,0.0,0.0,0.2,0.1,0.2,7.5,4.7,0.1,0.4,0.6,0.3,0.1,0.4,0.0,0.0,0.0,0.4,0.5,0.1,0.0
Carl Starfelt,SWE,D,41.3,0.0,0.0,0.2,0.1,0.2,17.1,0.3,0.2,0.6,0.8,0.3,0.3,1.6,0.0,0.0,0.0,0.4,0.6,0.1,0.0
Hjalmar Ekdal,SWE,D,41.3,0.0,0.0,0.2,0.1,0.2,17.1,0.3,0.2,0.6,0.8,0.3,0.3,1.6,0.0,0.0,0.0,0.4,0.6,0.1,0.0
